feature_id	feature_name	target_class	human_gene_symbol	validation_assay	validation_feature	group_by	group_levels	expected_positive_groups	prior_method	prior_confidence	prior_evidence	observed_adt_positive_groups	observed_validation_high_groups	adt_validation_overlap_groups	expected_adt_overlap_groups	expected_validation_overlap_groups	n_expected_groups	n_observed_adt_groups	n_observed_validation_groups	needs_llm_review	needs_manual_review	review_reason
mAOC0604	mAOC-CD127	gene	IL7R	RNA	IL7R	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	CLP;NK/T	local_marker_prior	0.95	CD127/IL7R marks lymphoid progenitors and T cells.	MKP;Monocyte;NK/T	CLP;Monocyte;NK/T	Monocyte;NK/T	NK/T	CLP;NK/T	2	3	3	FALSE	FALSE	
mAOC0605	mAOC-CD158k	gene	KIR3DL2	RNA	KIR3DL2	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	NK/T	local_marker_prior	0.95	KIR3DL2/CD158k is NK-associated.	B;Monocyte;NK/T	GMP-L;HSC_MPP;Monocyte	Monocyte	NK/T		1	3	3	FALSE	TRUE	No observed validation-high group overlaps expected prior groups.
mAOC0606	mAOC-CD98	gene	SLC3A2	RNA	SLC3A2	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		local_marker_prior:no_vote	0.95	SLC3A2/CD98 marks activation/proliferation; no strict lineage prior support.	ERYP;GMP-L;MKP	CLP;HSC_MPP;MKP	MKP			0	3	3	FALSE	FALSE	
mAOC0607	mAOC-TGFBR2	gene	TGFBR2	RNA	TGFBR2	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.82	TGFBR2 is broadly signaling-associated and not specific enough for current lineage prior assignment.	B;Monocyte;NK/T	B;MEBEMP-L;NK/T	B;NK/T			0	3	3	FALSE	FALSE	
mAOC0608	mAOC-CDH8	gene	CDH8	RNA	CDH8	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.90	CDH8 is not a hematopoietic lineage-informative marker for the current labels.	B;Monocyte;NK/T	CLP;GMP-L;HSC_MPP				0	3	3	FALSE	FALSE	
mAOC0610	mAOC-CD334	gene	FGFR4	RNA	FGFR4	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.90	FGFR4/CD334 is not a lineage-informative hematopoietic marker for adult cHSPC labels.	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP			0	3	3	FALSE	FALSE	
mAOC0611	mAOC-CD166	gene	ALCAM	RNA	ALCAM	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	HSC_MPP	local_marker_prior	0.95	ALCAM/CD166 supports primitive HSC-associated states; do not directly assign prior support to MEBEMP-L.	CLP;GMP-L;HSC_MPP	CLP;GMP-L;Monocyte	CLP;GMP-L	HSC_MPP		1	3	3	FALSE	TRUE	No observed validation-high group overlaps expected prior groups.
mAOC0613	mAOC-CD66a	gene	CEACAM1	RNA	CEACAM1	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	Monocyte	local_marker_prior	0.95	CEACAM1/CD66a is commonly myeloid-associated.	MKP;Monocyte;NK/T	CLP;HSC_MPP;NK/T	NK/T	Monocyte		1	3	3	FALSE	TRUE	No observed validation-high group overlaps expected prior groups.
mAOC0614	mAOC-F2	gene	F2	RNA	F2	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.90	F2/prothrombin is not a cell-lineage-informative marker for the current hematopoietic labels.	HSC_MPP;Monocyte;NK/T	GMP-L;HSC_MPP;MKP	HSC_MPP			0	3	3	FALSE	FALSE	
mAOC0615	mAOC-SIGIRR	gene	SIGIRR	RNA	SIGIRR	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.82	SIGIRR is immune signaling-associated but not specific enough for current lineage prior assignment.	CLP;Monocyte;NK/T	ERYP;GMP-L;MEBEMP-L				0	3	3	FALSE	FALSE	
mAOC0616	mAOC-CTSS	gene	CTSS	RNA	CTSS	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	B;Monocyte	llm_marker_prior	0.88	CTSS is antigen-processing/APC-associated and is expected in B and monocyte/APC-like compartments.	B;MKP;NK/T	B;CLP;Monocyte	B	B	B;Monocyte	2	3	3	FALSE	FALSE	
mAOC0617	mAOC-CSF3	gene	CSF3	RNA	CSF3	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.85	CSF3/G-CSF is a soluble cytokine and not a lineage-informative cell-surface prior for these labels.	MKP;Monocyte;NK/T	HSC_MPP;MKP;Monocyte	MKP;Monocyte			0	3	3	FALSE	FALSE	
mAOC0618	mAOC-SORT1	gene	SORT1	RNA	SORT1	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.82	SORT1 is broadly expressed and not specific enough for current lineage prior assignment.	MKP;Monocyte;NK/T	MEBEMP-L;MKP;Monocyte	MKP;Monocyte			0	3	3	FALSE	FALSE	
mAOC0619	mAOC-ROR2	gene	ROR2	RNA	ROR2	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.85	ROR2 is Wnt/developmental signaling-associated and not lineage-informative for current cHSPC labels.	MKP;Monocyte;NK/T	ERYP;MEBEMP-L;MKP	MKP			0	3	3	FALSE	FALSE	
mAOC0629	mAOC-TSPAN8	gene	TSPAN8	RNA	TSPAN8	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.90	TSPAN8 is epithelial-associated and not a hematopoietic lineage-informative marker.	HSC_MPP;MKP;NK/T	HSC_MPP;MEBEMP-L;MKP	HSC_MPP;MKP			0	3	3	FALSE	FALSE	
mAOC0630	mAOC-CD84	gene	CD84	RNA	CD84	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		local_marker_prior:no_vote	0.95	CD84 is a broad SLAM-family immune marker; no strict lineage prior support.	B;MKP;Monocyte	B;MEBEMP-L;MKP	B;MKP			0	3	3	FALSE	FALSE	
mAOC363	mAOC-CD47	gene	CD47	RNA	CD47	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		local_marker_prior:no_vote	0.95	CD47 is broadly hematopoietic; no strict lineage prior support.	MKP;Monocyte;NK/T	B;CLP;Monocyte	Monocyte			0	3	3	FALSE	FALSE	
mAOC365	mAOC-CD29	gene	ITGB1	RNA	ITGB1	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		local_marker_prior:no_vote	0.95	ITGB1/CD29 is broadly expressed; no strict lineage prior support.	B;GMP-L;MKP	ERYP;MKP;Monocyte	MKP			0	3	3	FALSE	FALSE	
mAOC366	mAOC-CD244	gene	CD244	RNA	CD244	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	CLP;GMP-L;HSC_MPP;NK/T	llm_marker_prior	0.82	CD244/SLAMF4 is NK/T-associated and can also mark progenitor contexts, especially MPP-like populations.	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	CLP;GMP-L;HSC_MPP	4	3	3	FALSE	FALSE	
mAOC373	mAOC-CD81	gene	CD81	RNA	CD81	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.82	CD81 is broadly hematopoietic/tetraspanin-associated and not specific enough for current lineage prior assignment.	MKP;Monocyte;NK/T	GMP-L;MEBEMP-L;NK/T	NK/T			0	3	3	FALSE	FALSE	
mAOC374	mAOC-CD32	gene	FCGR2A	RNA	FCGR2A	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	Monocyte	local_marker_prior	0.95	FCGR2A/CD32A is mature myeloid/APC-associated; remove GMP-L direct prior support.	B;MKP;NK/T	ERYP;MKP;Monocyte	MKP		Monocyte	1	3	3	FALSE	TRUE	No observed ADT-high group overlaps expected prior groups.
mAOC375	mAOC-CD162	gene	SELPLG	RNA	SELPLG	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.85	SELPLG/CD162 is broad leukocyte adhesion-associated and not lineage-informative for these labels.	GMP-L;HSC_MPP	CLP;Monocyte;NK/T				0	2	3	FALSE	FALSE	
mAOC376	mAOC-CD357	gene	TNFRSF18	RNA	TNFRSF18	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	NK/T	local_marker_prior	0.95	GITR/TNFRSF18 is T-cell-associated.	GMP-L;MKP;NK/T	B;CLP;HSC_MPP		NK/T		1	3	3	FALSE	TRUE	No observed validation-high group overlaps expected prior groups.
mAOC377	mAOC-CD326	gene	EPCAM	RNA	EPCAM	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		local_marker_prior:no_vote	0.95	EPCAM is not expected in hematopoietic populations.	HSC_MPP;MEBEMP-L;Monocyte	ERYP;MEBEMP-L;MKP	MEBEMP-L			0	3	3	FALSE	FALSE	
mAOC378	mAOC-TGFBI	gene	TGFBI	RNA	TGFBI	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.85	TGFBI is extracellular-matrix/inflammatory-context associated and not lineage-informative for current labels.	B;Monocyte;NK/T	CLP;GMP-L;Monocyte	Monocyte			0	3	3	FALSE	FALSE	
mAOC379	mAOC-CD68	gene	CD68	RNA	CD68	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	Monocyte	local_marker_prior	0.95	CD68 is a monocyte/macrophage marker.	HSC_MPP	CLP;MKP;Monocyte			Monocyte	1	1	3	FALSE	TRUE	No observed ADT-high group overlaps expected prior groups.
mAOC381	mAOC-CD102	gene	ICAM2	RNA	ICAM2	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	HSC_MPP	local_marker_prior	0.95	ICAM2/CD102 supports primitive/progenitor context; do not extend to MEBEMP-L without co-marker evidence.	HSC_MPP;MEBEMP-L	ERYP;MEBEMP-L;MKP	MEBEMP-L	HSC_MPP		1	2	3	FALSE	TRUE	No observed validation-high group overlaps expected prior groups.
mAOC382	mAOC-TIGIT	gene	TIGIT	RNA	TIGIT	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	NK/T	local_marker_prior	0.95	TIGIT is a T/NK checkpoint marker.	MKP;Monocyte;NK/T	B;CLP;NK/T	NK/T	NK/T	NK/T	1	3	3	FALSE	FALSE	
mAOC383	mAOC-CD146	gene	MCAM	RNA	MCAM	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		local_marker_prior:no_vote	0.95	MCAM/CD146 is endothelial/stromal/perivascular-contextual; not a strict hematopoietic lineage marker.	B;MKP;NK/T	CLP;HSC_MPP;MKP	MKP			0	3	3	FALSE	FALSE	
mAOC384	mAOC-CD158b2	gene	KIR2DL3	RNA	KIR2DL3	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	NK/T	local_marker_prior	0.95	KIR2DL3/CD158b2 is NK-associated.	CLP;HSC_MPP	HSC_MPP;NK/T	HSC_MPP		NK/T	1	2	2	FALSE	TRUE	No observed ADT-high group overlaps expected prior groups.
mAOC386	mAOC-CD85j	gene	LILRB1	RNA	LILRB1	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	Monocyte;NK/T	local_marker_prior	0.95	LILRB1/CD85j is myeloid and NK-associated.	B;HSC_MPP;MKP	B;CLP;Monocyte	B		Monocyte	2	3	3	FALSE	TRUE	No observed ADT-high group overlaps expected prior groups.
mAOC387	mAOC-CD119	gene	IFNGR1	RNA	IFNGR1	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		llm_marker_prior:no_vote	0.82	IFNGR1/CD119 is broadly immune-responsive and not specific enough for current lineage prior assignment.	GMP-L;HSC_MPP;MEBEMP-L	B;HSC_MPP;Monocyte	HSC_MPP			0	3	3	FALSE	FALSE	
mAOC388	mAOC-CD305	gene	LAIR1	RNA	LAIR1	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	HSC_MPP;Monocyte	llm_marker_prior	0.85	LAIR1/CD305 is hematopoietic inhibitory receptor with interpretable HSPC and monocyte expression contexts.	HSC_MPP	CLP;Monocyte;NK/T		HSC_MPP	Monocyte	2	1	3	FALSE	FALSE	
mAOC391	mAOC-CD304	gene	NRP1	RNA	NRP1	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		local_marker_prior:no_vote	0.95	NRP1/CD304 is pDC/endothelial/progenitor-contextual; do not assign prior support to Monocyte or HSC_MPP.	HSC_MPP;MEBEMP-L;Monocyte	CLP;MEBEMP-L;Monocyte	MEBEMP-L;Monocyte			0	3	3	FALSE	FALSE	
mAOC392	mAOC-CD352	gene	SLAMF6	RNA	SLAMF6	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	B;NK/T	local_marker_prior	0.95	CD352/SLAMF6 is lymphoid-associated.	CLP;MKP;Monocyte	B;GMP-L;NK/T			B;NK/T	2	3	3	FALSE	TRUE	No observed ADT-high group overlaps expected prior groups.
mAOC411	mAOC-CD122	gene	IL2RB	RNA	IL2RB	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	NK/T	local_marker_prior	0.95	CD122/IL2RB is associated with NK/T cells.	CLP;Monocyte;NK/T	HSC_MPP;MKP;NK/T	NK/T	NK/T	NK/T	1	3	3	FALSE	FALSE	
mAOC413	mAOC-CD116	gene	CSF2RA	RNA	CSF2RA	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	GMP-L;Monocyte	local_marker_prior	0.95	CSF2RA/CD116 is myeloid-associated.	CLP;Monocyte;NK/T	CLP;GMP-L;Monocyte	CLP;Monocyte	Monocyte	GMP-L;Monocyte	2	3	3	FALSE	FALSE	
mAOC415	mAOC-CD158b1	gene	KIR2DL2	RNA	KIR2DL2	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	NK/T	llm_marker_prior	0.95	KIR2DL2/CD158b1 is an NK-cell receptor and maps to the NK/T label here.	B;Monocyte;NK/T			NK/T		1	3	0	FALSE	FALSE	
mAOC416	mAOC-CD278	gene	ICOS	RNA	ICOS	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	NK/T	local_marker_prior	0.95	ICOS/CD278 is a T-cell activation marker.	CLP;Monocyte;NK/T	ERYP;MKP;NK/T	NK/T	NK/T	NK/T	1	3	3	FALSE	FALSE	
mAOC417	mAOC-CD18	gene	ITGB2	RNA	ITGB2	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		local_marker_prior:no_vote	0.95	ITGB2/CD18 is broad leukocyte-associated; no strict lineage prior support.	B;CLP;Monocyte	CLP;Monocyte;NK/T	CLP;Monocyte			0	3	3	FALSE	FALSE	
mAOC419	mAOC-CD11a	gene	ITGAL	RNA	ITGAL	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	Monocyte;NK/T	local_marker_prior	0.95	CD11a/ITGAL is leukocyte adhesion-associated.	B;CLP;Monocyte	CLP;GMP-L;NK/T	CLP	Monocyte	NK/T	2	3	3	FALSE	FALSE	
mAOC421	mAOC-CD37	gene	CD37	RNA	CD37	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	B	local_marker_prior	0.95	CD37 is enriched on B cells.	B;Monocyte;NK/T	B;CLP;NK/T	B;NK/T	B	B	1	3	3	FALSE	FALSE	
mAOC422	mAOC-CD26	gene	DPP4	RNA	DPP4	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	NK/T	local_marker_prior	0.95	CD26/DPP4 is common in activated T cells.	CLP;Monocyte;NK/T	CLP;MKP;NK/T	CLP;NK/T	NK/T	NK/T	1	3	3	FALSE	FALSE	
mAOC423	mAOC-CD39	gene	ENTPD1	RNA	ENTPD1	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T		local_marker_prior:no_vote	0.95	ENTPD1/CD39 is regulatory/activation-associated; no strict lineage prior support.	MKP;Monocyte;NK/T	B;CLP;Monocyte	Monocyte			0	3	3	FALSE	FALSE	
mAOC426	mAOC-CD172a	gene	SIRPA	RNA	SIRPA	Adult_cHSPCs_Ultima_majority_voting	B;CLP;ERYP;GMP-L;HSC_MPP;MEBEMP-L;MKP;Monocyte;NK/T	Monocyte	local_marker_prior	0.95	SIRPA/CD172a supports monocyte/DC/myeloid context; remove GMP-L direct prior support.	CLP;Monocyte;NK/T	B;GMP-L;Monocyte	Monocyte	Monocyte	Monocyte	1	3	3	FALSE	FALSE	
